,Unnamed: 0,Unnamed: 0.1,true_index,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can,score,time
0,19380,19380,1034424,train,0.8530185767309433,1.9316,62.22000000000001,0,5,130,0.222350344803388,-0.3549102974240921,1.4257732458766168,337.42700000000013,O=C1CCC2CN(c3cnccn3)CCC2N1CCc1ccccn1,-7,181
1,19381,19381,1199856,train,0.8192904067093406,2.3486,42.31,0,4,106,0.2500109208399704,-0.3377787234141397,1.9267552491483664,290.388,CCN(Cc1cccs1)C(=O)CCn1ccccc1=O,-8,159
2,19382,19382,72102,train,0.7695533409781586,3.8265400000000014,64.11,1,4,128,0.261889690949412,-0.4662485787328178,1.7178926373477599,335.4070000000001,CCc1cccc(C)c1NC(=O)COc1nc2ccccc2nc1C,-8,184
3,19383,19383,976133,train,0.7237819733175629,2.733880000000001,44.85,0,4,102,0.12456191064229488,-0.3128452597920481,2.3641148729337225,266.348,C=CCN(CC=C)Cc1nc2ccccc2n1CC#N,-7,199
4,19384,19384,40756,train,0.8740672121160546,1.7626,66.48,1,3,122,0.2405374520829879,-0.34029531125047074,1.936417794722108,336.3880000000001,CN(Cc1ccccc1)C(=O)CNS(=O)(=O)c1ccc(F)cc1,-8,185
5,19385,19385,1206508,train,0.6381397147702939,3.019800000000002,60.89000000000001,0,6,124,0.3468154506661086,-0.4535908242474691,1.5589007056694144,326.3520000000001,O=C(Oc1ccc2c(c1)OCO2)c1cccnc1N1CCCCC1,-7,156
6,19386,19386,400807,train,0.9188117193345174,2.006,62.55,1,4,110,0.2252181696758108,-0.4674684444385371,1.5229746822064054,304.3710000000001,O=C(NCc1cccs1)C1CC(=O)N(Cc2ccco2)C1,-7,131
7,19387,19387,66948,train,0.7502945646662659,3.212600000000002,54.88,1,3,108,0.2517942532109016,-0.3485589994557303,2.161969092547732,289.338,C=CCNC(=O)c1cc(-c2ccncc2)nc2ccccc12,-7,126
8,19388,19388,67541,train,0.8515802388666905,1.2998199999999998,87.21000000000002,1,6,104,0.35385575750781884,-0.4622451107971526,2.68336510907262,273.2920000000001,CCOC(=O)c1c(N)nc(=O)n(-c2ccccc2)c1C,-7,123
9,19389,19389,16963,train,0.6934510057050643,2.4017,81.93,1,7,122,0.2344549797088744,-0.4945794455364551,1.6444090789671684,341.396,COc1ccccc1NC(=O)CSc1nnnn1-c1ccccc1,-8,209
10,19390,19390,873602,train,0.8053869308871783,3.0554200000000016,64.24000000000001,1,4,116,0.4194604263753468,-0.4077282890271864,1.7481103059928915,308.3370000000001,Cc1ccc(-c2cn(CC(=O)Nc3ccccc3)c(=O)o2)cc1,-9,133
