,Unnamed: 0,can,active,decoy,other,score,time
0,0,Clc4cccc(N3CCN(CCCCNC(=O)c2cccc(C#Cc1ccccc1)c2)CC3)c4Cl,1,0,0,-10.233333333333334,40.0815155506134
1,1,CCCN(CCC)C1CCC(C#C[Si](C)(C)C)=CC1,1,0,0,-10.233333333333334,0.1115713119506836
2,2,CCCN(CCN3CCN(c2ccc1ccccc1c2)CC3)C5CCc4ccc(O)cc4C5,1,0,0,-10.533333333333333,28.71090865135193
3,3,Cc2[nH]c1ccccc1c2CN4CCC(O)(c3ccc(Cl)cc3)CC4,1,0,0,-8.666666666666666,15.136813640594482
4,4,CC(C)(C)c4nc(N3CCN(CCCCn2ccc(C1CCC1)nc2=O)CC3)cc(C(F)(F)F)n4,1,0,0,-9.8,35.98638081550598
5,5,CCCN(CCC)[C@H]3CCc2nn1ccccc1c2C3,1,0,0,-7.266666666666666,12.721114873886108
6,6,CCN1CC[C@@H]3[C@@H](C1)c2cc(F)ccc2N3c4ccc(F)cc4,1,0,0,-7.766666666666667,11.187895059585571
7,7,COc3c(C(=O)NCCN2CCN(c1cccc(Cl)c1Cl)CC2)cc(Br)c4ccccc34,1,0,0,-9.166666666666668,26.636163234710693
8,8,C2CC(Nc1ncccn1)CCC2CCN4CCN(c3ccccn3)CC4,1,0,0,-8.700000000000001,20.053213357925415
9,9,COc3c(C(=O)NC[C@H]1CCCN1Cc2ccccc2)cc(Br)c4ccccc34,1,0,0,-8.866666666666665,23.43956208229065
10,10,CCCN(CCCCNC(=O)c2ccc1ccccc1c2)[C@H]4CCc3nc(N)sc3C4,1,0,0,-9.566666666666668,37.8372437953949
11,11,OC(CNC(=O)c2cc1ccccc1o2)N4CCN(c3cccc(Cl)c3Cl)CC4,1,0,0,-9.4,22.966129302978516
12,12,Oc4ccc(C3=CCC[C@@H](CN2CCC(c1ccccc1)=CC2)C3)cc4,1,0,0,-10.4,17.24885082244873
13,13,CSc1ccccc1N4CCN(CCCNC(=O)c2cnn3ccccc23)CC4,1,0,0,-8.533333333333333,25.025166749954224
14,14,Cc3ccc(CC2(O)CCN(CCCC(=O)c1ccc(F)cc1)CC2)cc3,1,0,0,-9.5,21.94659686088562
15,15,CCCN(CCN3CCN(c1cccc2ncccc12)CC3)[C@H]5CCc4nc(N)sc4C5,1,0,0,-9.8,26.140242338180542
16,16,Cc6ccc5c(c4nnc(SCCCN3CCc2ccc1oc(C(F)(F)F)nc1c2CC3)n4C)cccc5n6,1,0,0,-14.366666666666665,42.96707320213318
17,17,CCN2CCN(C)CC(NC(=O)c1cc(Br)c(NC)nc1OC)C2,1,0,0,-6.6000000000000005,16.93127417564392
18,18,COc1ccccc1N4CCN(CCCCNc3ccc2ccccc2n3)CC4,1,0,0,-9.233333333333334,26.142181158065796
19,19,COc1ccccc1N3CCN(CCCCNC(=O)\C=C\c2ccsc2)CC3,1,0,0,-7.5,27.226097583770752
20,20,Fc5ccc(N3C2CN(CCCCCCN1C(=O)CNC1=O)CCC2c4cc(F)ccc34)cc5,1,0,0,-9.5,30.977086067199707
21,21,Clc5cccc(N4CCN(CCCNC(=O)C2c1ccccc1c3ccccc23)CC4)c5Cl,1,0,0,-9.566666666666668,28.077425241470337
22,22,COc6ccc5N4CCN(CCC3CCC(NC(=O)c1ccnc2ccccc12)CC3)CC4CCc5c6,1,0,0,-9.7,35.35246539115906
23,23,CN4CCN(c2cn1cccc1sc3ccc(Br)cc23)CC4,1,0,0,-7.033333333333334,10.503867387771606
24,24,CCCN(CCC)C3CCc2ccc1NC(=O)Cc1c2C3,1,0,0,-7.3,13.066456079483032
25,25,CCCN(CCC)C3CCc2cc1CCOc1cc2C3,1,0,0,-7.666666666666667,12.675535917282104
26,26,CN4CCN(c2nc1ccccc1oc3ccc(Cl)cc23)CC4,1,0,0,-8.433333333333334,11.177476167678833
27,27,Clc5ccc(C(N3CCN(CCCCn2c(=O)c1ccccc1c2=O)CC3)c4ccccc4)cc5,1,0,0,-9.600000000000001,35.74673581123352
28,28,Fc5ccc(C(=O)CCCN1CCc3c(C1)c2cc(F)ccc2n3c4ccc(F)cc4)cc5,1,0,0,-10.366666666666667,23.848711490631104
29,29,Clc5cccc(N4CCN(CCN1C[C@@H]3CC[C@H]1Cc2ccccc2C3)C4=O)c5,1,0,0,-9.966666666666667,18.199825286865234
30,30,CN4CCCN(c2cn1cccc1sc3ccc(Cl)cc23)CC4,1,0,0,-7.466666666666666,10.74519968032837
31,31,FC(F)(F)S(=O)(=O)Oc3cccc([C@@H]2CCCN(CCc1ccccc1)C2)c3,1,0,0,-9.566666666666666,21.09854483604431
32,32,Clc6cccc(N5CCN(CCC4CCC(NC(=O)C23CC1CC(CC(C1)C2)C3)CC4)CC5)c6Cl,1,0,0,-11.6,32.20868468284607
33,33,C3CN(c1ccccc1)[C@@H]2Cc4c[nH]c5cccc(C2O3)c45,1,0,0,-7.8,10.329587697982788
34,34,COc1ccccc1N4CCN(CCCCNC(=O)c3ccc(c2cccc([18F])n2)cc3)CC4,1,0,0,-9.566666666666666,37.298928022384644
35,35,FC(F)(F)c4cccc(N3CCN(CCCCN2Cc1ccccc1C2=O)CC3)c4,1,0,0,-9.566666666666665,25.73006534576416
36,36,Fc5ccc(n3c2CCN(CCCCCCNC(=O)c1ccccc1)Cc2c4cc(F)ccc34)cc5,1,0,0,-10.066666666666668,35.60649919509888
37,37,Cc1ccoc1c5nnc(SCCCN4C[C@@H]2C[C@]2(c3ccc(C(F)(F)F)cc3)C4)n5C,1,0,0,-11.6,31.843011140823364
38,38,COc3cccc(C(=O)NCCCCN2CCN(c1cccc(C)c1C)CC2)c3,1,0,0,-8.933333333333335,25.827033519744873
39,39,OC3(c1ccc(Cl)cc1)CCN(CCCC(=O)c2ccc(F)cc2)CC3,1,0,0,-8.966666666666667,22.62391233444214
40,40,COc3c(C(=O)N[C@H]2CCN(C1CCCCC1)C2)cc(Br)c4ccccc34,1,0,0,-8.0,16.263978958129883
41,41,C(COc3ccc(c2nc1ccccc1[nH]2)cc3)CN5CCN(c4ncccn4)CC5,1,0,0,-10.633333333333333,23.343878507614136
42,42,CCCN(CCN2CCN(c1ccccc1)CC2)C5CCc4ccc3NC(=O)Cc3c4C5,1,0,0,-8.866666666666667,25.59520173072815
43,43,COc2cc(NC(=O)C1CC1)c(Cl)cc2C(=O)N[C@H]4CCN(C3CCCCCC3)C4,1,0,0,-8.200000000000001,24.908096313476562
44,44,COc1ccccc1N5CCN(CCCCOc4ccc(c3cn2ccccc2n3)cc4)CC5,1,0,0,-9.466666666666667,35.24682140350342
45,45,C2CC(\C=C\c1ccccc1)=CCN2CCc4cc3ccc[nH]c3n4,1,0,0,-9.866666666666667,16.109198331832886
46,46,CCCN(CCCc1ccccc1)C3Cc2cc(OC)c(OC)cc2C3,1,0,0,-8.166666666666666,23.308451414108276
47,47,COc1ccccc1N4CCN(CCCCN3CCCc2ccccc2C3=O)CC4,1,0,0,-9.366666666666667,23.901355504989624
48,48,FC(F)(F)c5cc(C#N)cc(N4CCN(CCC3CCC(NS(=O)(=O)c2ccc1NC(=O)CCc1c2)CC3)CC4)c5,1,0,0,-11.766666666666666,52.50276231765747
49,49,CCCN(CCN3CCN(C(=O)c2cc1ccccc1[nH]2)CC3)C5CCc4c(O)cccc4C5,1,0,0,-9.8,33.23430061340332
50,50,OC2(c1ccc(Cl)cc1)CC3CCC(C2)N3Cc4coc6c4ccc5ccccc56,1,0,0,-11.466666666666669,18.357446670532227
51,51,CCCN(CCC)C2CCc1ccsc1C2,1,0,0,-6.3999999999999995,11.50237488746643
52,52,Clc5ccc4n(C3CCN(CCCn1c(=O)[nH]c2ccccc12)CC3)c(=O)[nH]c4c5,1,0,0,-10.133333333333335,22.557109117507935
53,53,COc1ccccc1N4CCN(CCCCNC(=O)\C=C\c3cccc(Oc2ccccc2)c3)CC4,1,0,0,-9.733333333333333,43.55327749252319
54,54,CCCN(CCN3CCN(c2ccc(c1ccccc1)cc2)CC3)C5CCc4nc(N)sc4C5,1,0,0,-9.6,35.087629318237305
55,55,Clc2cc1NC(=O)Cc1cc2CCN5CCN(c3nsc4ccccc34)CC5,1,0,0,-9.9,18.073171615600586
56,56,Clc4cccc(N3CCN(CCCCn2c(=O)c1ccccc1c2=O)CC3)c4Cl,1,0,0,-8.566666666666665,24.52141308784485
57,57,COc4cccc(C(=O)NCCCCN3CCN(c1cccc2ccccc12)CC3)c4,1,0,0,-10.2,27.96349000930786
58,58,CCCN(CCC)C2Cc1ccc(O)cc1C2,1,0,0,-6.6000000000000005,12.752932786941528
