,Unnamed: 0,Unnamed: 0.1,true_index,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can,score,time
0,48450,48450,855539,train,0.8276259231436833,2.383680000000001,49.85000000000001,0,3,136,0.25403368490848965,-0.3683835957132096,1.689893096181848,344.45500000000015,Cc1cc(C)c(C)c(C(=O)N2CCN(C(=O)C3CCCO3)CC2)c1C,-7,188
1,48451,48451,648297,train,0.8077376197411757,2.7663400000000014,59.81,1,4,112,0.2284762594281157,-0.32268544077194344,1.8452797120173885,294.358,Cc1nn(C)c(C)c1NC(=O)Cc1cccc2cccnc12,-8,121
2,48452,48452,1118035,train,0.8936514412920835,1.9699,32.7,1,3,100,0.12308038320431358,-0.387071752508352,1.966687724719936,253.31699999999995,CC1(C)CN(CC(O)c2cccc(F)c2)CCO1,-7,93
3,48453,48453,823610,train,0.8391981515345256,3.476500000000001,54.02,2,2,118,0.4200222476395356,-0.3159302295398005,2.9993552869694944,315.21699999999987,CCC(NC(=O)Nc1ccccn1)(C(F)(F)F)C(F)(F)F,-6,139
4,48454,48454,506165,train,0.8540421752087372,1.8712,55.2,0,4,116,0.2535081677162693,-0.34061458649189985,2.073484344601592,291.3950000000001,CC1CC(C)CN(C(=O)Cn2cnc(C(C)C)cc2=O)C1,-7,100
5,48455,48455,490234,train,0.9058479412229282,3.1087200000000013,72.19,2,2,102,0.2551667994389631,-0.36559934910546027,2.1937666946258885,333.185,Cc1cc(C(N)=O)ccc1NC(=O)c1ccc(Br)cc1,-7,110
6,48456,48456,476167,train,0.7831963388845342,1.3196999999999997,60.13,0,5,100,0.3650712672633107,-0.2848901385896692,2.0155350795707827,288.694,C#CCn1c(=O)nc2n1C(=O)N(c1ccc(Cl)cc1)C2,-7,91
7,48457,48457,1377332,train,0.8223737600863394,3.469400000000001,54.12,2,2,118,0.2259110319006088,-0.4963950113465063,2.1327308140348964,300.40199999999993,COc1ccccc1C(CC(C)C)NC(=O)Cc1ccc[nH]1,-7,185
8,48458,48458,1401016,train,0.7957785478589667,3.0587000000000013,35.25,1,2,78,0.419580422867655,-0.4949328126076424,3.3999035797791697,270.04799999999994,COc1c(Br)cc(N)cc1C(F)(F)F,-6,57
9,48459,48459,1061979,train,0.4913224813469715,2.2707000000000006,85.83,2,6,124,0.4529945167439158,-0.33526507221373064,1.8544369715798328,349.31300000000016,Nn1c(SCCC(=O)Nc2cccc(F)c2)nnc1C(F)(F)F,-8,230
10,48460,48460,1497595,train,0.847963981132534,2.586220000000001,60.37000000000001,0,7,128,0.2247373091514904,-0.372061020840847,1.286897394610071,346.45600000000013,Cc1nc(COC2COC3(CCN(c4ncccn4)CC3)C2)cs1,-8,141
11,48461,48461,999169,train,0.8364806898080046,2.6958,32.260000000000005,0,4,110,0.4331200063475448,-0.3564414549431686,1.9761116658075881,286.301,FC(F)(F)c1cc(N2CCCC2)nc(N2CCCC2)n1,-7,95
12,48462,48462,885207,train,0.6554525548759982,2.4023000000000003,68.59,0,5,118,0.41993896229200667,-0.4674681939225743,1.838373817313991,312.325,C=CCN(Cc1ccco1)C(=O)Cn1c(=O)oc2ccccc21,-7,170
13,48463,48463,1051178,train,0.9244081246664873,2.1177,52.23,1,3,110,0.2572774010142045,-0.3359629910556321,1.84718325458114,304.78100000000006,CN1CCN(C(=O)c2c[nH]nc2-c2ccc(Cl)cc2)CC1,-7,98
14,48464,48464,240882,train,0.9380775214475529,1.7183199999999998,68.92,1,5,116,0.3459116386726505,-0.32446950268558505,1.7310089773710098,300.36200000000014,Cc1cccc(NC(=O)Cn2nc3n(c2=O)CCCCC3)c1,-9,119
15,48465,48465,420475,train,0.7755773097421726,1.0669199999999992,118.01000000000002,3,6,124,0.2517792545638017,-0.32633649459476866,1.6326049240278069,328.33200000000005,CC(=O)Nc1ccc(NC(=O)CC2C(=O)Nc3nc(C)nn32)cc1,-9,172
16,48466,48466,970044,train,0.9159563789502638,1.9362,67.87,1,4,128,0.2541768616469007,-0.4535950202574193,1.4303283993080718,330.38400000000007,O=C(NCC1CCC1)C1CCCN1C(=O)c1ccc2c(c1)OCO2,-8,149
