,Unnamed: 0,Unnamed: 0.1,true_index,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can,score,time
0,77520,77520,769798,train,0.7521068089070979,3.7346000000000013,65.2,2,2,124,0.271622508657736,-0.3557617121592453,2.0629593639300854,343.814,C=CCN(CC=C)C(=O)c1ccc(NC(=O)c2cc(Cl)c[nH]2)cc1,-7,186
1,77521,77521,409075,train,0.7369730818231477,3.2848200000000016,42.66,0,6,120,0.21354422910105733,-0.3734048618116937,1.3217447999305167,328.4410000000001,Cc1cn2nc(N3CCC(OCc4ccccc4)CC3)sc2n1,0,0
2,77522,77522,1370693,train,0.8387668304238821,2.5112000000000005,38.77,0,3,120,0.2256552408063673,-0.4967682188258109,1.6186206858933432,303.4020000000001,COc1ccc(CC(C)C(=O)N2CCOCC2C2CC2)cc1,0,0
3,77523,77523,1536365,train,0.63154095148847,1.6141999999999992,97.62,2,8,126,0.2625670203071063,-0.3675896530492632,1.5146936074957766,345.432,CCCc1ncc(C(=O)NCCNc2ncnc3c2cnn3C)s1,0,0
4,77524,77524,1143618,train,0.7768697559429372,2.09742,51.96,0,4,98,0.2768851223995089,-0.2942898156437661,2.7305359759190235,260.268,CC(=O)c1cc(-c2cc(C)ccc2F)nn(C)c1=O,0,0
5,77525,77525,920541,train,0.6586742296290284,3.1074400000000018,46.92,1,4,112,0.21637257991705194,-0.3563163216747472,1.9967129272329165,303.4310000000001,CC(=O)NCCCSc1nccn1-c1cc(C)cc(C)c1,0,0
6,77526,77526,785071,train,0.8763868052804114,3.4137000000000017,55.40000000000001,1,3,114,0.3412397452934416,-0.4518990524824668,1.9490313457119008,325.698,O=C(COC(=O)c1cc(F)ccc1F)Nc1ccccc1Cl,0,0
7,77527,77527,826669,train,0.8746695939013313,2.7586200000000014,42.31,0,4,110,0.30678238280852,-0.3114809634957798,1.742142230440081,302.399,Cc1csc(=O)n1CCC(=O)N1CC(C)c2ccccc21,0,0
8,77528,77528,273407,train,0.8566037733753386,2.3879400000000004,40.62000000000001,0,2,114,0.2534449669399642,-0.3408794141514297,2.10798084843248,288.39100000000013,CCCN1CCN(C(=O)c2cc(C)cc(C)c2)CCC1=O,0,0
9,77529,77529,153307,train,0.905283195582382,2.5974000000000004,76.66000000000003,2,4,124,0.2282958481717701,-0.4861448570635661,1.598289809510521,326.3520000000001,CC(=O)Nc1ccc(CC(=O)Nc2ccc3c(c2)OCCO3)cc1,0,0
10,77530,77530,1344747,train,0.9377527851949736,3.3388000000000018,45.23,1,4,104,0.2672344589607093,-0.3759832573524817,1.838123920890712,287.3880000000001,CN(C)c1ccccc1NC(=O)c1scnc1C1CC1,0,0
11,77531,77531,262116,train,0.8989211612368629,3.070500000000002,38.33,1,2,104,0.4159855164343381,-0.38139987952052135,2.040492916993254,273.254,O=C(Nc1cccc(C(F)(F)F)c1)C1CCOCC1,0,0
12,77532,77532,496014,train,0.7927634607496419,3.7132000000000014,54.46,1,3,122,0.32184961551100155,-0.3846201487430172,2.1054314544046586,313.40100000000007,COCCCN(C(=O)Nc1ccccc1)C(C)c1ccncc1,0,0
13,77533,77533,583489,train,0.9029470061925159,3.9148400000000025,59.59,2,3,120,0.3192269118447994,-0.4535954717491754,1.677194887237696,312.36900000000014,Cc1cccc(C)c1NC(=O)NC(C)c1ccc2c(c1)OCO2,0,0
14,77534,77534,531595,train,0.9375076062583192,2.28092,67.23,1,5,122,0.2634383713590209,-0.33715391205511896,1.6471269359726866,332.4290000000001,Cc1cc(NC(=O)C2CCCN(C(=O)c3cccs3)C2)n(C)n1,0,0
15,77535,77535,595727,train,0.8417987657100112,1.6747,60.77,0,5,122,0.25365235715967144,-0.4966244299758562,2.2058369129978597,316.35700000000014,COc1ccc(CN(C)C(=O)c2ccn(C)c(=O)c2)c(OC)c1,0,0
16,77536,77536,1456798,train,0.9397915354908424,2.1842,73.59,1,5,120,0.25779693959393546,-0.3757973381534127,1.4693219805814637,314.34100000000007,O=C(Nc1cc(-c2ccc3c(c2)CCC3)no1)C1COCCO1,0,0
17,77537,77537,269941,train,0.9043252336736138,3.4265000000000017,58.2,2,2,108,0.2552355587850533,-0.3260821587068615,2.098257932004884,286.306,CCC(=O)Nc1cccc(C(=O)Nc2ccc(F)cc2)c1,0,0
18,77538,77538,940445,train,0.7992309417238951,2.6854000000000005,86.36,3,4,130,0.3184749502166633,-0.3566235264228694,1.6509652014208949,339.3990000000001,CNC(=O)Nc1cccc(NC(=O)c2ccc(N3CCCC3)nc2)c1,0,0
19,77539,77539,636060,train,0.7968147746179629,3.2428000000000017,79.46000000000002,3,3,126,0.41083416252723615,-0.4526336423868102,1.7610478315990068,319.4050000000001,COC(=O)Nc1ccc(CNC(=O)NC2CCCCC2C)cc1,0,0
20,77540,77540,184871,train,0.7348797218843129,3.844520000000002,43.08,0,5,110,0.2341630905006309,-0.1875247762908273,1.846744778386397,300.431,Cc1nnc2sc(C(C)c3ccc(CC(C)C)cc3)nn12,0,0
21,77541,77541,279362,train,0.8659786166096992,2.4790800000000006,82.85,1,5,116,0.2303196455635244,-0.3507792123127931,2.1605344969294755,317.4140000000002,CC(C)(C)NC(=O)CSc1nc2c(cc1C#N)C(=O)CCC2,0,0
22,77542,77542,753889,train,0.9087141643949213,3.8831000000000033,40.540000000000006,1,2,116,0.2538832634279513,-0.39168046244052585,2.230113165639312,317.8160000000001,CC(C)N(Cc1ccccc1Cl)C(=O)c1ccc(CO)cc1,0,0
23,77543,77543,552301,train,0.6531098191610926,-0.7534999999999987,81.08,2,4,98,0.281628298995891,-0.3944315257995977,5.268285319037134,254.352,CC(O)CN(C(C)(C)CO)S(=O)(=O)N(C)C,0,0
24,77544,77544,1570986,train,0.8652284475850844,1.9084,67.42999999999999,2,3,102,0.3972893192364254,-0.4815031501860642,2.0645735427504337,274.198,O=C(CC(F)(F)F)Nc1ccc2c(c1)OCC(=O)N2,0,0
25,77545,77545,1193273,train,0.6026624422057459,1.0021199999999997,89.77000000000002,1,7,114,0.21358960299601928,-0.2183227535542976,1.9646275855266893,327.43500000000006,CNS(=O)(=O)CCCSc1nnnn1-c1ccc(C)cc1,0,0
26,77546,77546,931273,train,0.912407757963217,2.2145,100.8,1,6,134,0.2415807065411235,-0.33940884499114193,1.3696615116718955,344.41900000000015,CC1CCN(C(=O)CCc2nc(-c3nc[nH]n3)no2)C2CCCCC12,0,0
27,77547,77547,1143318,train,0.8545284868852551,1.7262799999999998,77.14,0,6,108,0.28453544865450897,-0.4959682666632906,2.651170207588246,285.303,CCOc1ccc(-c2cnn(C)c(=O)c2C#N)c(OC)c1,0,0
28,77548,77548,700872,train,0.8935317954587614,2.8996200000000005,64.35,2,4,94,0.26735122348762363,-0.4964866645699491,2.173287364544969,262.334,COc1ccc(NC(=O)c2sccc2N)cc1C,0,0
29,77549,77549,423930,train,0.7468208395429846,2.4126200000000004,81.92999999999998,1,6,128,0.24932442173006514,-0.4945790832152399,1.8600985965140595,337.3830000000001,COc1ccc(C)cc1NC(=O)C(Cc1ccccc1)n1cnnn1,0,0
30,77550,77550,95629,train,0.8693680574361637,3.5075000000000016,66.02000000000001,1,5,132,0.255303106211421,-0.4899906198548813,1.7722785432536248,343.37900000000013,CCOc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)cc1OCC,0,0
31,77551,77551,1452201,train,0.6898111802733421,3.263320000000001,90.14,1,7,128,0.22270683154321005,-0.4967677864453147,1.6697152809042155,338.367,COc1ccc(-c2cc(CNc3ncc(C(C)=O)c(C)n3)no2)cc1,0,0
32,77552,77552,955803,train,0.7844622892699151,2.51398,85.66999999999999,1,4,114,0.27487879870639315,-0.3302983074594644,1.8922199236525032,305.341,N#CCCN(Cc1ccccn1)C(=O)c1n[nH]c2ccccc12,0,0
33,77553,77553,184252,train,0.6203125808042645,2.5320400000000003,85.07000000000002,1,7,120,0.2523780639358444,-0.3015507582555469,1.5401468981003081,338.39600000000013,Cc1cc(C)n2nc(CC(=O)Nc3nc4ccccc4s3)nc2n1,0,0
34,77554,77554,838560,train,0.8041745293268521,3.104940000000002,50.94,1,5,102,0.11734822146626807,-0.3899005443577553,2.2497636892327835,285.37200000000007,Cc1cccc(-n2nnc(CO)c2-c2cccs2)c1C,0,0
35,77555,77555,1554186,train,0.719457110677655,3.741520000000003,51.39,0,7,120,0.16238129322295974,-0.4588656687453678,1.4264737070244913,347.46500000000015,Cc1ccc(-c2nc(CN3CCOC(c4nccs4)C3)cs2)o1,0,0
36,77556,77556,158231,train,0.6350837717086856,1.5721999999999996,76.82000000000002,0,5,114,0.35051944429049103,-0.4517899695470335,1.7281750031549357,301.29800000000006,O=C(OCC(=O)N1CCCC1)c1cc2ccccc2oc1=O,0,0
37,77557,77557,1467762,train,0.8041691076374786,2.5491,51.02,0,5,122,0.2330560567792313,-0.33170428132775104,1.6515826608952295,338.3830000000001,Cn1cnnc1C1CCCN1C(=O)CSc1ccc(F)c(F)c1,0,0
