,Unnamed: 0,Unnamed: 0.1,true_index,SPLIT,QED,logP,TPSA,HBD,HBA,valence,maxCharge,minCharge,jIndex,molWt,can,score,time
0,29070,29070,1305151,train,0.7786254237782654,1.6155799999999996,67.65,0,4,138,0.2426349040833361,-0.3413490078774107,1.5485255602108343,346.47500000000025,CC(C(=O)N1CCCC1)N1CCN(C(=O)C2(C#N)CCCCC2)CC1,-7,189
1,29071,29071,50642,train,0.8198281639796388,2.8308000000000013,76.66000000000003,2,4,110,0.4085130942845446,-0.4498090541171463,2.797580843327441,300.742,CCOC(=O)NC(NC(=O)OCC)c1ccc(Cl)cc1,0,0
2,29072,29072,456699,train,0.6728973675625873,3.623120000000002,43.1,0,4,90,0.17266432748223967,-0.4688763576009452,1.8835580999716803,257.314,Cc1occc1C(=O)Cc1nc2ccccc2s1,0,0
3,29073,29073,1212673,train,0.6209802377239444,2.5125,58.64,1,3,124,0.2224643820538581,-0.3773955036291859,1.9092363002423067,316.40100000000007,C=CCOCCCC(=O)N1CCc2c(cccc2NC(C)=O)C1,0,0
4,29074,29074,82432,train,0.8619512169401946,3.0827800000000014,65.36,1,3,110,0.3237378724613177,-0.353669091019909,1.7705626387870392,285.347,N#Cc1ccccc1NC(=O)N1CCOC12CCCCC2,0,0
5,29075,29075,123223,train,0.7413720840499086,1.9383,66.12,0,6,116,0.34659704835527577,-0.4336374105255975,1.904014197985689,309.3250000000001,Cn1nc(Oc2ccc(-c3ccccc3)cc2)c(=O)n(C)c1=O,0,0
6,29076,29076,698208,train,0.7854820115034012,3.4236000000000018,49.33,2,3,106,0.2334571112542064,-0.5079656082732004,2.7212122743822658,281.42100000000005,CCC(C)NC(=O)C(Sc1ccc(O)cc1)C(C)C,0,0
7,29077,29077,1181770,train,0.8489447294923396,2.1973000000000003,69.03999999999999,1,5,124,0.27327179504185223,-0.3790670742058992,1.9154950937056208,320.368,CC(C)COCC(C)NC(=O)c1cnn(-c2ccc(F)cc2)n1,0,0
8,29078,29078,1290389,train,0.8697873022054813,4.183500000000003,54.71,1,3,122,0.3222105334356166,-0.4671684383997931,1.7286936208904042,314.385,COCc1cccc(NC(=O)N(C2CC2)C(C)c2ccco2)c1,0,0
9,29079,29079,642472,train,0.6221635748425453,3.9930000000000017,41.13,2,3,106,0.31458637198886874,-0.33731585630761995,1.5812280932521123,326.874,O=C(NCCSc1ccc(Cl)cc1)NCc1ccsc1,0,0
10,29080,29080,1405186,train,0.8834380537743299,2.5716,59.07000000000001,2,5,110,0.2241030023406094,-0.4929378947982828,1.5755462596438428,284.36300000000006,CCNc1ccnc(NCC2COc3ccccc3C2)n1,0,0
